OverallQual,GarageCars,FullBath,TotRmsAbvGrd,MSZoning,Neighborhood,Condition1,Condition2,HouseStyle,ExterQual,BsmtQual,BsmtCond,KitchenQual,GarageType,GarageFinish,PoolQC,GrLivArea,GarageArea,TotalBsmtSF,1stFlrSF,YearBuilt,BsmtFinSF1,WoodDeckSF,2ndFlrSF,OpenPorchSF,LotArea,BsmtUnfSF,SalePrice
5,1,1,6,6,0,3,3,1,3,3,3,3,2,2,0,1040,286,1040,1040,1959,369,140,0,0,7560,671,133700
6,1,1,6,8,10,3,3,1,3,3,3,3,6,3,0,1012,308,1012,1012,1920,0,0,0,22,8263,1012,118400
7,3,2,7,6,6,3,3,1,4,4,3,4,2,2,0,1552,782,1552,1552,2005,24,144,0,20,10084,1528,212900
4,1,1,5,6,8,3,3,1,3,3,3,3,3,3,0,960,288,672,960,1956,0,64,0,0,8926,672,112000
5,0,1,4,6,8,3,3,1,3,3,3,3,0,0,0,698,0,698,698,1947,0,0,0,200,9405,698,118000
7,2,2,7,6,9,3,3,8,3,4,3,4,2,1,0,1482,392,384,812,1992,0,100,670,25,9125,384,163900
4,2,1,5,6,0,3,3,1,3,3,3,2,6,3,0,1005,672,1005,1005,1955,0,0,0,0,10434,1005,115000
7,3,2,7,6,1,3,3,1,4,4,3,4,2,1,0,1555,660,1373,1555,2007,0,143,0,20,3684,1373,174000
7,3,2,7,6,9,3,3,1,4,4,3,4,2,1,0,1530,630,1530,1530,2004,1300,144,0,36,14572,230,259000
7,2,2,8,6,9,3,3,4,4,4,3,4,4,1,0,1959,434,847,847,2004,0,100,1112,48,11796,847,215000
5,2,1,4,8,18,3,3,7,3,4,3,3,6,3,0,936,672,936,936,1980,936,49,0,0,7200,0,140000
4,2,2,7,6,19,3,3,2,3,3,3,4,6,3,0,1981,576,1122,1328,1928,622,431,653,44,7804,500,135000
5,0,1,5,6,12,3,3,1,3,4,3,3,0,0,0,974,0,974,974,1991,212,0,0,28,10712,762,93500
6,1,2,8,8,18,3,3,4,3,3,3,2,6,3,0,2210,205,1008,1178,1880,0,0,1032,48,9900,1008,117500
8,2,2,8,6,21,3,3,4,4,4,3,4,2,2,0,2020,466,1128,1142,1995,584,0,878,155,9828,544,239500
6,2,2,7,6,9,3,3,4,3,4,3,3,2,1,0,1600,460,916,916,1997,0,100,684,38,8773,916,169000
6,1,1,5,8,4,3,3,1,3,3,3,3,6,3,0,986,180,960,986,1926,0,0,0,128,6180,960,102000
6,1,1,6,6,0,3,3,2,3,3,3,3,2,3,0,1252,288,1032,1032,1950,280,0,220,0,9600,752,119000
5,0,1,6,6,20,2,3,2,3,3,3,3,0,0,0,1020,0,780,780,1875,0,0,240,0,6342,780,94000
6,2,2,5,6,12,3,3,1,3,3,3,4,2,2,0,1567,714,1567,1567,1977,1567,264,0,32,9819,0,196000
5,2,1,6,6,4,3,3,1,3,3,3,3,6,3,0,1167,495,915,1167,1920,645,0,0,0,8731,270,144000
5,2,1,4,6,0,3,3,1,3,3,3,3,6,3,0,952,840,952,952,1951,852,0,0,0,7350,100,139000
5,2,2,9,6,17,6,3,4,3,3,3,4,2,3,0,1868,484,780,1088,1976,381,448,780,96,10304,399,197500
8,3,3,11,6,6,3,3,4,4,5,3,4,4,2,0,2828,1052,1466,1466,2006,1150,125,1362,144,9965,316,424870
5,0,1,5,6,20,3,3,1,3,3,3,3,0,0,0,1006,0,1006,1006,1959,288,0,0,24,9000,718,80000
4,1,1,5,6,8,3,3,2,3,4,3,2,6,3,0,924,280,672,672,1941,348,0,252,0,12180,324,80000
5,1,1,8,8,4,3,3,2,3,3,3,3,6,3,0,1576,225,1042,1042,1928,0,0,534,0,6240,1042,149000
6,2,2,5,6,21,3,3,1,4,4,3,4,2,3,0,1298,403,1298,1298,1985,1258,165,0,26,11200,40,180000
7,1,1,7,6,7,3,3,4,3,3,3,2,2,3,0,1564,234,704,860,1941,275,0,704,0,12000,429,174500
7,1,1,5,8,18,3,3,2,3,3,3,3,6,3,0,1111,288,572,572,1926,0,0,539,0,5700,572,116900
7,2,1,7,8,18,1,3,4,3,3,3,3,6,3,0,1482,324,650,832,1920,624,0,650,0,9000,26,143000
6,1,1,4,6,0,3,3,1,3,3,3,4,2,3,0,932,306,932,932,1950,0,0,0,0,8280,932,124000
5,2,1,6,6,8,3,3,1,3,3,3,2,2,1,0,1466,528,1466,1466,1959,176,0,0,140,17755,1290,149900
6,2,1,6,6,7,3,3,1,3,3,3,5,2,1,0,1811,470,1073,1811,1956,296,0,0,0,14115,230,230000
6,1,1,5,8,10,3,3,1,4,3,3,3,6,3,0,816,432,816,816,1930,538,0,0,0,5890,278,120500
7,2,1,8,6,0,3,3,4,3,3,3,4,2,3,0,1820,492,864,902,1965,454,60,918,84,13700,410,201800
5,2,2,6,6,25,3,3,1,4,4,3,4,2,2,0,1437,528,1437,1437,1976,1157,0,0,21,10768,280,218000
5,2,2,6,6,0,3,3,8,3,3,3,4,2,2,0,1265,502,1219,1265,1965,633,0,0,92,9350,586,179900
7,2,2,6,6,16,3,3,1,4,4,3,4,2,2,0,1314,626,1314,1314,2007,904,172,0,62,5001,410,230000
8,3,2,7,6,22,2,3,1,4,4,3,4,2,2,0,1580,830,1580,1580,2007,0,0,0,24,11932,1580,235128
6,2,2,8,6,17,3,3,4,4,3,3,4,2,2,0,1876,540,901,943,1974,442,0,933,69,9120,459,185000
6,2,2,7,6,15,3,3,4,3,4,3,3,2,3,0,1456,440,855,855,1978,311,26,601,0,2280,544,146000
6,2,1,7,6,7,6,3,1,4,3,3,4,6,3,0,1640,924,1296,1640,1954,728,108,0,0,14778,568,224000
5,2,1,5,6,20,3,3,1,3,4,3,3,2,1,0,894,450,894,894,1968,492,0,0,0,8724,402,129000
4,2,0,6,6,20,2,3,7,3,4,3,3,5,3,0,1258,400,1198,1258,1969,1198,120,0,0,12900,0,108959
5,2,1,5,6,25,2,3,8,3,4,3,4,2,3,0,1432,588,1360,1432,1978,680,168,0,180,16157,289,194000
7,2,2,7,6,16,3,3,1,4,4,3,4,2,2,0,1502,644,1502,1502,2009,0,0,0,114,9541,1502,233170
8,3,2,7,6,6,3,3,1,4,4,3,4,2,2,0,1694,776,1694,1694,2008,0,160,0,33,10475,1694,245350
6,2,2,7,6,9,5,3,4,3,4,3,3,2,1,0,1671,472,959,959,2000,786,0,712,38,10852,173,173000
6,2,2,7,6,8,3,3,4,3,3,3,4,3,3,0,2108,540,1127,1236,1935,626,0,872,0,13728,501,235000
10,3,3,10,6,14,3,3,4,4,5,3,4,2,1,0,3627,807,1930,1831,1995,1387,361,1796,76,35760,543,625000
6,1,1,6,6,12,3,3,8,3,3,3,3,2,1,3,1118,358,1096,1118,1977,522,203,0,0,9880,574,171000
6,2,1,6,6,0,3,3,1,3,3,3,3,2,2,0,1261,433,1261,1261,1958,662,0,0,0,9120,599,163000
7,2,2,5,3,22,3,3,4,4,4,3,4,6,1,0,1250,625,625,625,2006,0,0,625,54,4017,625,171900
5,0,3,12,6,5,3,3,2,3,3,3,5,0,0,0,3086,0,1598,1636,1946,152,122,971,0,18030,977,200500
6,2,2,9,6,7,3,3,4,3,4,3,3,6,3,0,2345,360,952,1170,1932,503,0,1175,0,16560,449,239000
8,2,2,9,6,14,3,3,2,4,4,3,4,2,1,0,2872,541,1683,2129,1992,700,0,743,33,10678,983,285000
5,1,1,5,6,12,3,3,1,3,3,3,3,2,3,0,923,264,876,923,1984,658,362,0,0,6951,218,119500
6,1,1,5,8,18,1,3,2,3,3,3,3,6,3,0,1224,210,818,818,1926,468,0,406,0,3950,350,115000
5,1,1,7,6,7,3,3,2,3,3,3,3,6,3,0,1343,186,731,820,1921,0,192,523,0,7681,731,154900
5,0,1,5,6,8,3,3,1,3,0,0,3,0,0,0,1124,0,0,1124,1954,0,0,0,36,8335,0,93000
7,2,2,8,6,24,3,3,4,3,4,3,3,2,1,0,2514,693,1216,1298,1990,1216,0,1216,0,11170,0,250000
8,2,2,5,8,7,3,3,1,5,5,3,4,2,1,0,1652,482,1600,1652,2008,1480,162,0,53,5587,120,392500
10,3,3,10,6,14,3,3,4,4,5,3,5,2,1,4,4476,813,2396,2411,1996,2096,171,2065,78,15623,300,745000
5,2,1,5,6,18,3,3,1,3,3,3,3,6,3,0,1130,720,1120,1130,1920,821,229,0,0,10800,299,120000
5,3,1,5,6,24,3,3,1,3,3,3,3,1,2,0,1572,995,1572,1572,1963,1159,0,0,263,35133,413,186700
5,1,1,7,6,8,3,3,2,3,3,3,3,2,3,0,1221,392,784,949,1924,392,0,272,0,9738,392,104900
3,2,2,7,6,18,1,1,4,3,2,3,3,5,3,0,1699,420,978,1014,1900,440,0,685,74,10615,538,95000
8,3,2,5,6,14,3,3,1,4,4,3,4,2,2,0,1624,757,1624,1624,1994,1456,0,0,114,12461,168,262000
7,2,2,7,6,6,3,3,4,4,4,3,4,2,2,0,1660,493,831,831,2002,0,144,829,68,8935,831,195000
7,2,2,7,6,9,3,3,4,3,3,3,4,2,1,0,1804,442,994,1028,1999,0,140,776,60,7500,994,189000
4,4,1,7,6,12,3,3,1,3,3,3,3,1,1,0,1622,1356,1249,1622,1961,1159,439,0,0,32463,90,168000
8,2,2,5,3,22,3,3,4,4,4,3,4,6,3,0,1441,492,776,764,1999,0,206,677,0,2645,776,174000
5,1,1,6,8,18,3,3,2,3,3,3,4,6,3,0,1472,250,702,842,1925,0,0,630,0,9600,702,125000
6,2,2,5,8,12,3,3,1,3,5,3,3,2,1,0,1224,402,1224,1224,1999,883,0,0,304,4500,341,165000
6,1,1,7,6,20,3,3,4,3,3,3,3,2,1,0,1352,299,663,663,1969,371,379,689,36,9364,292,158000
6,2,2,8,6,9,3,3,4,3,4,3,4,2,1,0,1456,400,728,728,2005,0,100,728,24,8029,728,176000
7,3,2,9,6,9,3,3,4,4,4,3,4,4,1,0,1863,660,879,879,2006,0,100,984,17,14054,879,219210
7,1,1,7,8,18,3,3,6,3,3,3,3,6,3,0,1690,225,815,815,1916,0,0,875,0,8850,815,144000
7,2,2,6,6,6,3,3,1,4,4,3,4,2,2,0,1212,573,1212,1212,2001,0,356,0,0,9100,1212,178000
4,2,1,6,6,20,3,3,1,3,3,3,3,2,3,0,1382,459,1051,1382,1963,547,0,0,82,11235,504,148000
4,1,1,5,6,0,3,3,1,3,3,3,3,2,3,0,864,280,864,864,1970,0,0,0,0,9353,864,116050
7,2,2,6,6,6,3,3,4,3,4,3,4,2,2,0,1779,546,866,866,1998,0,198,913,36,10400,866,197900
5,1,1,5,8,4,3,3,2,3,3,3,3,6,3,0,1348,216,884,884,1925,0,0,464,0,6000,884,117000
7,2,2,6,6,6,3,3,1,4,4,3,4,2,3,0,1630,451,1630,1630,2000,0,74,0,234,9750,1630,213000
5,2,1,6,6,17,3,3,1,3,4,3,3,2,2,0,1074,495,1056,1074,1975,788,0,0,88,10140,268,153500
7,3,2,7,6,21,3,3,1,4,4,3,4,2,2,0,2196,701,2158,2196,1990,485,84,0,70,14684,1496,271900
4,1,1,5,5,21,3,3,1,3,3,3,3,6,3,0,1056,384,1056,1056,1966,1056,0,0,42,8900,0,107000
6,2,2,7,6,6,3,3,1,4,4,3,4,2,2,0,1700,544,1682,1700,2003,340,192,0,23,9135,1342,200000
5,2,1,6,6,0,3,3,1,3,3,3,3,6,3,0,1283,506,931,1283,1962,504,0,0,0,7763,319,140000
8,2,2,8,6,22,4,3,1,4,5,3,4,2,2,0,1660,500,1660,1660,2006,1220,322,0,50,10182,440,290000
6,2,2,8,6,21,3,3,4,4,4,3,4,2,2,0,1845,462,1055,1055,1992,0,635,790,104,11218,1055,189000
8,2,2,8,6,9,3,3,2,4,4,3,3,3,2,0,1752,492,559,1080,1988,427,325,672,12,12134,132,164000
4,1,1,4,6,8,3,3,1,3,3,3,3,2,3,0,672,234,672,672,1941,344,0,0,113,9340,328,113000
4,1,0,3,6,20,3,3,8,3,3,4,3,2,3,0,960,364,648,960,1965,648,88,0,0,10246,0,145000
5,1,1,6,6,0,3,3,7,3,3,3,3,2,3,0,999,300,925,999,1962,784,150,0,72,10205,141,134500
5,1,1,5,6,20,3,3,1,3,3,3,3,6,2,0,894,384,894,894,1966,180,0,0,0,7094,340,125000
6,2,2,8,8,20,9,3,2,3,0,0,3,2,3,0,1902,539,0,1318,1978,0,0,584,0,8930,0,112000
8,2,2,6,3,22,3,3,1,4,4,3,4,2,2,0,1314,552,1300,1314,2009,936,135,0,112,8640,364,229456
4,0,1,3,8,4,3,3,2,3,0,0,3,0,0,0,912,0,0,672,1947,0,0,240,0,6240,0,80500
6,0,1,7,8,3,3,3,4,3,3,3,3,0,0,0,1218,0,672,672,1971,0,201,546,0,1680,672,91500
5,1,1,5,6,0,3,3,1,3,3,3,3,2,3,0,912,288,912,912,1964,312,0,0,0,7800,0,115000
5,1,1,5,6,20,2,3,1,3,3,3,3,2,3,0,1211,322,952,1211,1968,250,0,0,63,8250,210,134000
6,1,2,7,6,0,1,3,2,3,3,3,3,2,3,0,1846,315,1040,1168,1949,196,0,678,0,10496,844,143000
5,2,2,7,6,0,3,3,1,3,3,2,3,6,3,0,2136,528,2136,2136,1951,756,0,0,30,10680,1380,137900
7,2,2,8,6,9,5,3,4,4,4,3,4,2,1,0,1490,388,788,788,2004,724,100,702,75,15384,64,184000
6,1,1,6,6,0,3,3,8,3,3,3,3,2,2,0,1138,264,588,1138,1958,507,224,0,0,10482,81,145000
6,3,2,9,6,22,2,3,4,4,4,3,4,4,1,0,1933,668,894,894,2007,0,100,1039,18,14598,894,214000
5,2,1,5,6,0,3,3,1,3,3,3,4,6,3,0,912,576,912,912,1965,595,0,0,240,8872,317,147000
9,3,1,7,6,16,3,3,1,5,5,3,5,2,1,0,1702,1052,1702,1702,2008,1540,0,0,72,8769,162,367294
5,1,2,7,6,0,3,3,8,3,3,3,3,3,3,0,1507,404,1075,1507,1960,666,0,0,0,7910,409,127000
5,2,2,12,6,20,2,9,2,3,4,3,3,4,2,0,2620,600,1361,1361,1977,498,155,1259,24,18890,652,190000
5,2,1,6,6,0,3,3,8,3,3,3,3,2,3,0,1190,540,1106,1190,1962,803,0,0,18,7728,303,132500
4,2,2,6,6,0,3,3,1,3,0,0,3,5,3,0,1224,462,0,1224,1962,0,0,0,0,9842,0,101800
5,2,1,6,6,0,3,3,1,3,3,3,3,2,2,0,1188,531,1188,1188,1959,1000,0,0,0,12160,188,142000
5,0,1,7,5,19,3,3,4,3,3,3,3,0,0,0,1964,0,940,1024,1911,0,0,940,192,8525,940,130000
5,1,1,9,6,7,3,3,4,3,4,3,3,6,3,0,1784,180,747,892,1914,0,203,892,40,13132,747,138887
7,2,2,6,6,16,3,3,4,4,4,3,4,4,2,0,1626,474,764,764,2003,0,0,862,27,2628,764,175500
7,2,2,8,6,6,3,3,4,4,4,3,4,4,1,0,1948,434,847,847,2004,0,100,1101,48,12393,847,195000
6,2,1,6,6,21,9,3,1,4,4,3,3,6,3,0,1141,484,1141,1141,2005,0,0,0,0,13072,1141,142500
8,2,2,6,6,24,3,3,1,4,4,3,5,2,2,0,1484,472,1476,1484,2006,428,120,0,33,9037,1048,265900
7,2,2,8,6,6,3,3,4,4,4,3,4,2,2,0,1768,543,884,884,2003,550,0,884,63,8158,334,224900
7,3,2,7,6,22,3,3,1,4,4,3,4,2,2,0,1689,954,1689,1689,2007,0,0,0,56,9849,1689,248328
7,2,2,6,6,17,3,3,7,3,4,3,4,2,2,0,1173,528,1053,1173,1974,885,0,0,120,10625,0,170000
10,3,2,7,6,16,3,3,1,5,5,4,5,2,1,0,2076,850,2076,2076,2006,1386,216,0,229,13891,690,465000
8,2,1,7,6,7,3,3,4,3,4,3,4,6,3,0,1517,400,792,792,1929,0,0,725,0,11435,792,230000
6,2,3,7,6,17,3,3,8,3,4,3,3,4,1,0,1868,477,585,1140,1984,0,268,728,112,12090,585,178000
7,2,2,6,3,22,3,3,4,4,4,3,4,2,2,0,1553,615,756,756,2005,0,0,797,45,8125,756,186500
6,3,1,6,6,12,3,3,8,3,3,3,3,2,3,0,1034,888,1012,1034,1976,539,0,0,0,12328,473,169900
6,2,1,8,8,18,3,3,6,3,4,3,3,6,3,0,2058,396,735,1134,1917,319,0,924,0,9600,416,129500
5,1,1,6,6,0,3,3,1,3,3,3,3,2,3,0,988,276,876,988,1950,534,0,0,80,7200,246,119000
7,2,2,8,6,0,3,3,1,4,3,3,5,2,1,0,2110,522,2110,2110,1968,1065,0,0,0,11160,1045,244000
7,2,2,6,6,16,3,3,1,4,4,3,4,2,2,0,1405,478,1405,1405,2003,0,148,0,36,3136,1405,171750
5,1,1,5,6,12,3,3,1,3,3,3,3,2,2,0,874,288,864,874,1968,510,33,0,0,9858,354,130000
7,2,2,9,6,25,3,3,4,4,3,3,4,2,2,0,2167,518,1192,1516,1974,125,220,651,47,17542,36,294000
7,2,2,7,6,8,3,3,4,4,4,3,4,4,1,0,1656,397,746,760,2003,0,178,896,128,6931,746,165400
6,1,1,6,8,4,3,3,2,3,3,2,3,6,3,0,1367,560,884,959,1931,425,0,408,0,6240,459,127500
8,2,2,7,6,14,3,3,1,4,4,3,4,2,1,0,1987,691,1986,1987,1994,1314,262,0,36,14303,672,301500
5,0,1,4,6,8,2,3,1,3,2,3,3,0,0,0,864,0,864,864,1922,0,0,0,96,4060,864,99900
7,2,2,5,6,9,3,3,8,4,4,3,4,2,1,0,1166,400,856,1166,2005,655,212,0,0,9587,201,190000
6,2,1,6,6,0,3,3,1,3,4,3,3,2,3,0,1054,460,1054,1054,1969,602,180,0,0,9750,14,151000
6,2,2,7,6,9,5,3,4,3,4,3,3,4,1,0,1675,502,841,892,1999,0,0,783,103,24682,841,181000
5,1,1,5,6,0,3,3,1,3,3,3,3,2,3,0,1050,338,1050,1050,1956,504,0,0,0,9600,546,128900
4,1,1,8,6,5,3,3,2,3,3,3,3,2,3,0,1788,304,1104,1104,1957,0,120,684,0,11250,1104,161500
6,2,1,8,6,4,3,3,4,3,3,3,3,6,3,0,1824,520,764,1060,1919,0,0,764,0,13515,764,180500
6,2,2,5,5,0,3,3,1,4,4,3,4,2,1,0,1337,511,1405,1337,1998,266,144,0,68,4060,1139,181000
7,2,2,6,3,22,3,3,4,4,4,3,4,6,3,0,1452,506,691,713,1999,450,0,739,34,3735,241,183900
7,1,1,9,8,18,2,3,6,2,3,3,3,6,3,0,1889,308,925,964,1910,0,0,925,0,10120,925,122000
9,3,2,10,6,24,3,3,1,5,5,3,5,2,1,0,2018,746,2002,2018,2008,0,144,0,76,13214,2002,378500
8,3,3,11,6,7,3,3,2,3,3,3,4,4,3,0,3447,1014,728,1968,1935,192,314,1479,12,14100,536,381000
5,1,1,7,6,0,2,3,2,3,3,3,3,2,3,0,1524,315,874,874,1958,460,0,650,0,11344,414,144000
7,2,0,4,6,5,3,3,1,4,4,3,4,2,1,0,1524,586,1332,1332,1979,1258,268,192,0,23595,74,260000
6,2,2,7,6,17,6,3,1,3,3,3,4,2,2,0,1489,462,1489,1489,1968,0,0,0,0,9156,1489,185750
5,1,1,5,6,20,3,3,1,3,3,3,3,2,3,0,935,288,935,935,1965,560,180,0,0,13526,0,137000
6,1,1,5,6,8,3,3,8,3,3,3,5,3,2,0,1357,312,1019,1357,1959,719,0,0,0,11512,300,177000
5,2,2,8,6,7,3,3,2,3,3,3,3,6,3,0,1250,552,661,661,1910,0,242,589,0,5362,661,139000
5,2,2,10,6,0,2,3,4,3,3,3,3,6,3,0,1920,400,928,928,1948,220,0,992,0,11345,708,137000
6,2,1,6,6,17,3,3,4,3,3,4,3,2,3,0,1395,497,723,735,1972,593,294,660,116,12936,130,162000
6,2,1,7,6,17,3,3,8,3,4,3,3,2,2,0,1724,480,1680,1724,1967,528,0,0,0,17871,1152,197900
8,2,2,7,6,6,3,3,4,4,4,3,4,2,2,0,2031,577,1128,1128,2002,804,0,903,211,9473,324,237000
4,2,1,6,0,10,3,3,2,3,3,3,3,6,2,0,1128,528,698,698,1920,0,30,430,0,7500,698,68400
7,2,2,6,6,6,3,3,1,4,4,3,4,2,2,0,1573,544,1573,1573,2002,788,0,0,72,9808,785,227000
7,2,2,6,6,24,3,3,1,3,4,3,3,2,1,0,1339,484,1309,1339,1990,1053,0,0,58,8049,256,180000
5,2,2,5,6,6,3,3,1,3,4,3,4,6,3,0,1040,484,1040,1040,1977,532,0,0,0,8800,364,150500
6,0,2,8,6,12,3,3,4,3,3,3,3,0,0,0,1824,0,912,912,1971,0,128,912,0,9400,912,139000
6,1,2,10,6,19,2,3,2,3,3,3,4,6,3,0,2447,336,804,1699,1919,0,272,748,0,9638,804,169000
6,1,1,6,8,4,3,3,2,3,3,3,3,6,3,0,1412,280,780,825,1939,0,45,587,0,6000,780,132500
6,2,1,6,6,17,2,3,1,3,3,3,3,2,3,0,1328,528,1328,1328,1963,569,0,0,26,9790,678,143000
5,2,2,7,6,5,3,3,1,3,3,3,3,2,3,0,1582,390,1624,1582,1964,812,168,0,198,36500,812,190000
8,2,2,5,6,23,3,3,1,4,4,3,5,2,1,0,1659,499,1501,1659,2000,1158,212,0,59,5664,343,278000
8,3,2,8,6,16,3,3,4,4,4,3,5,4,1,0,1970,753,1085,1120,2006,0,177,850,74,11065,1085,281000
5,2,1,6,6,0,3,3,8,3,3,3,3,2,2,0,1152,484,1152,1152,1964,1014,227,0,0,14112,138,180500
5,1,2,6,8,3,3,3,4,3,3,3,3,6,3,0,1302,264,630,630,1972,231,185,672,0,1680,399,119500
5,1,2,11,8,18,3,3,4,3,3,3,3,2,2,0,2372,432,994,1378,1892,0,0,994,287,6600,994,107500
7,2,2,8,6,17,3,3,4,3,4,3,3,2,2,0,1664,528,832,832,1976,194,0,832,28,10140,638,162900
5,2,1,5,6,8,3,3,1,3,3,3,3,6,3,0,864,572,864,864,1955,167,0,0,0,8172,697,115000
5,1,1,5,6,0,2,3,1,3,3,3,3,2,2,0,1052,288,1052,1052,1968,1016,356,0,0,8400,36,138500
5,2,2,6,6,0,3,3,1,3,3,3,3,2,2,0,1128,525,1120,1128,1963,776,192,0,20,8700,344,155000
6,2,2,5,8,8,3,3,7,3,4,3,3,3,1,0,1072,525,547,1072,2005,547,0,0,44,3675,0,140000
10,2,2,12,6,8,2,3,4,5,5,3,5,2,1,3,5642,1418,6110,4692,2008,5644,214,950,292,63887,466,160000
5,1,1,6,6,0,3,3,1,3,3,3,4,2,2,0,1246,305,1246,1246,1959,340,218,0,0,7500,0,154000
7,2,2,9,6,9,3,3,4,4,4,3,4,2,1,0,1983,490,978,1005,1999,694,0,978,0,10762,284,225000
6,1,1,7,6,7,3,3,4,3,3,3,4,2,3,0,1494,213,771,753,1942,547,0,741,0,7500,224,177500
8,3,2,8,6,14,3,3,4,4,4,3,4,2,2,0,2526,844,1165,1203,1994,740,309,1323,78,10120,425,290000
7,3,2,7,6,22,3,3,1,4,4,3,4,2,2,0,1616,834,1616,1616,2005,0,208,0,59,8688,1616,232000
7,2,2,7,8,8,3,3,4,4,4,3,4,6,3,0,1708,380,976,976,2004,0,0,732,40,3363,976,130000
9,2,2,6,6,16,3,3,1,4,5,3,5,2,1,0,1652,840,1652,1652,2006,1572,404,0,102,13173,80,325000
7,2,2,6,6,16,3,3,1,4,4,3,4,2,2,0,1368,474,1368,1368,2005,0,132,0,35,6955,1368,202500
5,2,1,5,6,6,3,3,1,3,4,4,3,6,3,0,990,480,990,990,1994,746,0,0,64,8072,244,138000
5,2,1,6,8,18,3,3,1,3,3,3,4,2,3,0,1122,528,924,1122,1948,144,0,0,36,12000,172,147000
6,2,2,6,6,21,3,3,1,3,4,3,4,2,2,0,1294,496,1278,1294,1991,1200,112,0,51,7153,78,179200
7,2,2,7,6,7,7,3,1,4,4,3,5,2,1,0,1902,567,1902,1902,1959,1406,0,0,207,17500,496,335000
7,2,2,6,6,6,3,3,1,4,4,3,4,2,2,0,1274,508,1274,1274,2005,925,264,0,98,8814,349,203000
8,2,2,9,6,14,3,3,4,4,5,3,4,2,2,0,2810,750,1453,1453,1990,482,500,1357,0,9572,971,302000
9,3,2,10,6,14,3,3,4,4,4,3,4,4,1,0,2599,779,1393,1422,1999,0,668,1177,30,14774,1393,333168
4,1,1,5,6,8,3,3,1,3,3,3,3,6,3,0,948,280,948,948,1954,732,0,0,36,8190,216,119000
6,2,2,9,6,0,3,3,4,3,2,3,3,2,3,0,2112,576,952,1092,1969,500,280,1020,0,11075,176,206900
8,3,2,8,6,6,3,3,1,4,5,3,5,2,2,0,1630,860,1622,1630,2008,0,172,0,42,10226,1622,295493
7,2,2,5,3,22,3,3,1,4,5,4,4,2,2,0,1352,466,1352,1352,2006,0,0,0,241,4230,1352,208900
8,3,2,7,6,6,3,3,1,4,4,3,4,2,2,0,1787,748,1753,1787,2001,0,198,0,150,14781,1753,275000
4,1,1,5,6,8,3,3,1,3,3,3,3,2,3,0,948,248,864,948,1954,492,0,0,0,10215,372,111000
6,2,1,6,6,0,3,3,1,3,3,3,3,2,2,0,1478,442,1478,1478,1957,189,114,0,0,8400,628,156500
3,1,1,4,6,4,2,3,1,3,0,0,3,6,3,0,720,287,0,720,1949,0,0,0,0,6627,0,72500
7,2,2,8,6,14,3,3,4,4,4,3,4,2,2,0,1923,564,750,1061,1992,674,240,862,39,10186,76,190000
4,0,1,5,6,4,3,3,1,2,3,3,2,0,0,0,708,0,420,708,1940,280,164,0,0,5330,140,82500
8,3,2,7,6,22,3,3,1,4,5,3,4,2,2,0,1795,895,1795,1795,2006,0,0,0,49,9986,1795,147000
4,0,1,5,8,10,3,3,1,3,3,2,3,0,0,0,796,0,796,796,1922,0,0,0,0,3636,796,55000
3,0,1,6,5,8,3,3,1,3,3,3,4,0,0,0,774,0,544,774,1931,544,0,0,0,4270,0,79000
5,1,1,5,6,12,3,3,1,4,3,3,4,2,3,0,816,264,816,816,1982,641,0,0,0,6600,175,130500
6,2,2,8,8,18,3,3,2,4,4,3,3,6,3,0,2792,520,1510,1584,1920,493,0,1208,547,10440,1017,256000
7,2,2,8,6,9,3,3,4,3,4,3,3,2,1,0,1632,462,935,955,1998,0,0,677,28,9084,935,176500
8,3,2,7,6,22,3,3,1,4,4,4,4,2,2,0,1588,825,1588,1588,2006,0,144,0,45,10000,1588,227000
5,2,1,6,6,6,3,3,8,3,3,3,3,6,3,0,954,576,911,954,1976,483,0,0,0,10780,428,132500
4,1,1,3,6,8,3,3,1,3,3,3,3,6,3,0,816,288,816,816,1938,690,0,0,0,8877,126,100000
5,1,1,6,8,10,3,3,2,3,3,3,4,6,3,0,1360,297,803,803,1938,0,0,557,65,7200,803,125500
5,2,1,7,8,3,3,3,4,3,3,3,3,2,3,0,1365,440,765,765,1970,765,0,600,36,2368,0,125000
6,2,2,6,6,17,3,3,1,3,4,3,3,2,2,0,1334,630,1350,1334,1977,686,0,0,16,9650,664,167900
5,2,2,8,6,17,2,3,1,3,3,3,3,6,3,0,1656,506,1656,1656,1973,0,0,0,211,9246,1656,135000
4,0,1,4,8,18,2,3,1,3,3,3,2,0,0,0,693,0,693,693,1941,0,0,0,20,4118,693,52500
7,2,2,8,6,6,3,3,4,4,4,3,4,4,2,0,1861,492,916,920,2002,700,146,941,91,13450,216,200000
5,1,1,5,6,6,3,3,1,3,3,3,3,2,2,0,864,288,864,864,1972,360,0,0,0,9560,504,128500
4,4,1,5,6,0,3,3,1,3,3,3,3,6,3,0,872,480,858,872,1971,0,0,0,0,8294,858,123000
6,2,1,6,6,21,9,3,1,3,4,3,4,6,3,0,1114,576,1114,1114,2003,814,0,0,78,13695,300,155000
8,2,2,7,6,6,3,3,4,4,4,3,4,2,2,0,2169,647,1284,1284,2002,0,192,885,87,9375,1284,228500
6,2,1,9,6,7,3,3,2,3,3,3,3,6,3,0,1913,342,896,1172,1928,0,0,741,0,7558,896,177000
